Tabelle: 12621-0001;;
Sterbetafel (Periodensterbetafel): Deutschland, Jahre,;;
Geschlecht, Vollendetes Alter;;
Sterbetafeln;;
Deutschland;;
;;Sterbewahrscheinlichkeit [q(x)]
;;Ziffer
1991/93;;
;97 Jahre;0,35548447
;98 Jahre;0,36901386
;99 Jahre;0,39304405
;100 Jahre;0,41781413
weiblich;0 Jahre;0,00287327
;1 Jahr;0,00020292
;2 Jahre;0,00012637
;3 Jahre;0,00010355
;4 Jahre;0,00009307
;5 Jahre;0,00006150
;6 Jahre;0,00006457
;7 Jahre;0,00005890
;8 Jahre;0,00006360
;9 Jahre;0,00006331
;10 Jahre;0,00004781
;11 Jahre;0,00006323
;12 Jahre;0,00006560
;13 Jahre;0,00007840
;14 Jahre;0,00011071
;15 Jahre;0,00012181
;16 Jahre;0,00014169
;17 Jahre;0,00015262
;18 Jahre;0,00016833
;19 Jahre;0,00017276
;20 Jahre;0,00018292
;21 Jahre;0,00019408
;22 Jahre;0,00016673
;23 Jahre;0,00017542
;24 Jahre;0,00016056
;25 Jahre;0,00019383
;26 Jahre;0,00018385
;27 Jahre;0,00019552
;28 Jahre;0,00023408
;29 Jahre;0,00023139
;30 Jahre;0,00025400
;31 Jahre;0,00030370
;32 Jahre;0,00032576
;33 Jahre;0,00035820
;34 Jahre;0,00041639
;35 Jahre;0,00045554
;36 Jahre;0,00045558
;37 Jahre;0,00052038
;38 Jahre;0,00059299
;39 Jahre;0,00064714
;40 Jahre;0,00066068
;41 Jahre;0,00077981
;42 Jahre;0,00082241
;43 Jahre;0,00094293
;44 Jahre;0,00100448
;45 Jahre;0,00106558
;46 Jahre;0,00120986
;47 Jahre;0,00129181
;48 Jahre;0,00157601
;49 Jahre;0,00169742
;50 Jahre;0,00186063
;51 Jahre;0,00202667
;52 Jahre;0,00218541
;53 Jahre;0,00245066
;54 Jahre;0,00277904
;55 Jahre;0,00304715
;56 Jahre;0,00333151
;57 Jahre;0,00371428
;58 Jahre;0,00413417
;59 Jahre;0,00461231
;60 Jahre;0,00520571
;61 Jahre;0,00562128
;62 Jahre;0,00618415
;63 Jahre;0,00687641
;64 Jahre;0,00759388
;65 Jahre;0,00834970
;66 Jahre;0,00911104
;67 Jahre;0,00975485
;68 Jahre;0,01081606
;69 Jahre;0,01193152
;70 Jahre;0,01298143
;71 Jahre;0,01426390
;72 Jahre;0,01566548
;73 Jahre;0,01736568
;74 Jahre;0,01881626
;75 Jahre;0,02117195
;76 Jahre;0,02312367
;77 Jahre;0,02603233
;78 Jahre;0,02894780
;79 Jahre;0,03202169
;80 Jahre;0,03671192
;81 Jahre;0,04139273
;82 Jahre;0,04769522
;83 Jahre;0,05492796
;84 Jahre;0,06345531
;85 Jahre;0,07465020
;86 Jahre;0,08651822
;87 Jahre;0,10097498
;88 Jahre;0,11417090
;89 Jahre;0,13149788
;90 Jahre;0,15143269
;91 Jahre;0,17119759
;92 Jahre;0,19328304
;93 Jahre;0,21502978
;94 Jahre;0,23918564
;95 Jahre;0,26335620
;96 Jahre;0,29354313
;97 Jahre;0,31303201
;98 Jahre;0,34171013
;99 Jahre;0,35862761
;100 Jahre;0,37813937
2021/23;;
männlich;0 Jahre;0,00325298
;1 Jahr;0,00025350
;2 Jahre;0,00018100
;3 Jahre;0,00014128
;4 Jahre;0,00011836
;5 Jahre;0,00010452
;6 Jahre;0,00009552
;7 Jahre;0,00008873
;8 Jahre;0,00008303
;9 Jahre;0,00007914
;10 Jahre;0,00007787
;11 Jahre;0,00008018
;12 Jahre;0,00008755
;13 Jahre;0,00010269
;14 Jahre;0,00012872
;15 Jahre;0,00016794
;16 Jahre;0,00022191
;17 Jahre;0,00028893
;18 Jahre;0,00036068
;19 Jahre;0,00042089
;20 Jahre;0,00045911
;21 Jahre;0,00047571
;22 Jahre;0,00047596
;23 Jahre;0,00046739
;24 Jahre;0,00045793
;25 Jahre;0,00045411
;26 Jahre;0,00045729
;27 Jahre;0,00046735
;28 Jahre;0,00048446
;29 Jahre;0,00050907
;30 Jahre;0,00054193
;31 Jahre;0,00058384
;32 Jahre;0,00063492
;33 Jahre;0,00069502
;34 Jahre;0,00076369
;35 Jahre;0,00083997
;36 Jahre;0,00092221
;37 Jahre;0,00100930
;38 Jahre;0,00110203
;39 Jahre;0,00120165
;40 Jahre;0,00130981
;41 Jahre;0,00142864
;42 Jahre;0,00156076
;43 Jahre;0,00170846
;44 Jahre;0,00187351
;45 Jahre;0,00205784
;46 Jahre;0,00226355
;47 Jahre;0,00249294
;48 Jahre;0,00274858
;49 Jahre;0,00303388
;50 Jahre;0,00335310
;51 Jahre;0,00371120
;52 Jahre;0,00411400
;53 Jahre;0,00456835
;54 Jahre;0,00508175
;55 Jahre;0,00566051
;56 Jahre;0,00631056
;57 Jahre;0,00703774
;58 Jahre;0,00784754
;59 Jahre;0,00874483
;60 Jahre;0,00973313
;61 Jahre;0,01081356
;62 Jahre;0,01198472
;63 Jahre;0,01324216
;64 Jahre;0,01457783
;65 Jahre;0,01597984
;66 Jahre;0,01744392
;67 Jahre;0,01898028
;68 Jahre;0,02060440
;69 Jahre;0,02233709
;70 Jahre;0,02420523
;71 Jahre;0,02624195
;72 Jahre;0,02847670
;73 Jahre;0,03093664
;74 Jahre;0,03365310
;75 Jahre;0,03666250
;76 Jahre;0,04000711
;77 Jahre;0,04374051
;78 Jahre;0,04795266
;79 Jahre;0,05276521
;80 Jahre;0,05833063
;81 Jahre;0,06484059
;82 Jahre;0,07253679
;83 Jahre;0,08167546
;84 Jahre;0,09241132
;85 Jahre;0,10485809
;86 Jahre;0,11908998
;87 Jahre;0,13511990
;88 Jahre;0,15287782
;89 Jahre;0,17224612
;90 Jahre;0,19310484
;91 Jahre;0,21527181
;92 Jahre;0,23849636
;93 Jahre;0,26246448
;94 Jahre;0,28681714
;95 Jahre;0,31130731
;96 Jahre;0,33582560
;97 Jahre;0,36029654
;98 Jahre;0,38467353
;99 Jahre;0,40893627
;100 Jahre;0,43280007
weiblich;0 Jahre;0,00288995
;1 Jahr;0,00020856
;2 Jahre;0,00015350
;3 Jahre;0,00011914
;4 Jahre;0,00009721
;5 Jahre;0,00008312
;6 Jahre;0,00007425
;7 Jahre;0,00006907
;8 Jahre;0,00006674
;9 Jahre;0,00006689
;10 Jahre;0,00006944
;11 Jahre;0,00007457
;12 Jahre;0,00008272
;13 Jahre;0,00009465
;14 Jahre;0,00011085
;15 Jahre;0,00013091
;16 Jahre;0,00015353
;17 Jahre;0,00017613
;18 Jahre;0,00019463
;19 Jahre;0,00020437
;20 Jahre;0,00020484
;21 Jahre;0,00019919
;22 Jahre;0,00019107
;23 Jahre;0,00018379
;24 Jahre;0,00018023
;25 Jahre;0,00018269
;26 Jahre;0,00019114
;27 Jahre;0,00020504
;28 Jahre;0,00022399
;29 Jahre;0,00024751
;30 Jahre;0,00027482
;31 Jahre;0,00030497
;32 Jahre;0,00033793
;33 Jahre;0,00037376
;34 Jahre;0,00041253
;35 Jahre;0,00045425
;36 Jahre;0,00049888
;37 Jahre;0,00054650
;38 Jahre;0,00059757
;39 Jahre;0,00065269
;40 Jahre;0,00071263
;41 Jahre;0,00077836
;42 Jahre;0,00085107
;43 Jahre;0,00093194
;44 Jahre;0,00102207
;45 Jahre;0,00112276
;46 Jahre;0,00123549
;47 Jahre;0,00136197
;48 Jahre;0,00150414
;49 Jahre;0,00166362
;50 Jahre;0,00184180
;51 Jahre;0,00204000
;52 Jahre;0,00225939
;53 Jahre;0,00250093
;54 Jahre;0,00276582
;55 Jahre;0,00305743
;56 Jahre;0,00338052
;57 Jahre;0,00374100
;58 Jahre;0,00414621
;59 Jahre;0,00460528
;60 Jahre;0,00512618
;61 Jahre;0,00571033
;62 Jahre;0,00635591
;63 Jahre;0,00705773
;64 Jahre;0,00780635
;65 Jahre;0,00858767
;66 Jahre;0,00939707
;67 Jahre;0,01024816
;68 Jahre;0,01116157
;69 Jahre;0,01216511
;70 Jahre;0,01329538
;71 Jahre;0,01459783
;72 Jahre;0,01610264
;73 Jahre;0,01782531
;74 Jahre;0,01977932
;75 Jahre;0,02197471
;76 Jahre;0,02441623
;77 Jahre;0,02711138
;78 Jahre;0,03012557
;79 Jahre;0,03356844
;80 Jahre;0,03758581
;81 Jahre;0,04237160
;82 Jahre;0,04818507
;83 Jahre;0,05531723
;84 Jahre;0,06395658
;85 Jahre;0,07425316
;86 Jahre;0,08631560
;87 Jahre;0,10017862
;88 Jahre;0,11576845
;89 Jahre;0,13296767
;90 Jahre;0,15170815
;91 Jahre;0,17187544
;92 Jahre;0,19329640
;93 Jahre;0,21574129
;94 Jahre;0,23893813
;95 Jahre;0,26273304
;96 Jahre;0,28712413
;97 Jahre;0,31215597
;98 Jahre;0,33791111
;99 Jahre;0,36450313
;100 Jahre;0,38567320
2022/24;;
männlich;0 Jahre;0,00338118
;1 Jahr;0,00025354
;2 Jahre;0,00016805
;3 Jahre;0,00013947
;4 Jahre;0,00013335
;5 Jahre;0,00009918
;6 Jahre;0,00011265
;7 Jahre;0,00008884
;8 Jahre;0,00009510
;9 Jahre;0,00008583
;10 Jahre;0,00008448
;11 Jahre;0,00006438
;12 Jahre;0,00007803
;13 Jahre;0,00011005
;14 Jahre;0,00012533
;15 Jahre;0,00017457
;16 Jahre;0,00022375
;17 Jahre;0,00029131
;18 Jahre;0,00037900
;19 Jahre;0,00046066
;20 Jahre;0,00045729
;21 Jahre;0,00044359
;22 Jahre;0,00045479
;23 Jahre;0,00044538
;24 Jahre;0,00041925
;25 Jahre;0,00044936
;26 Jahre;0,00047555
;27 Jahre;0,00049132
;28 Jahre;0,00046918
;29 Jahre;0,00050336
;30 Jahre;0,00053145
;31 Jahre;0,00054087
;32 Jahre;0,00062394
;33 Jahre;0,00065306
;34 Jahre;0,00078266
;35 Jahre;0,00080549
;36 Jahre;0,00091026
;37 Jahre;0,00100676
;38 Jahre;0,00104660
;39 Jahre;0,00123033
;40 Jahre;0,00130734
;41 Jahre;0,00136103
;42 Jahre;0,00158261
;43 Jahre;0,00167137
;44 Jahre;0,00182839
;45 Jahre;0,00194057
;46 Jahre;0,00218942
;47 Jahre;0,00241383
;48 Jahre;0,00262874
;49 Jahre;0,00284717
;50 Jahre;0,00329865
;51 Jahre;0,00357913
;52 Jahre;0,00404680
;53 Jahre;0,00435427
;54 Jahre;0,00477717
;55 Jahre;0,00537098
;56 Jahre;0,00594998
;57 Jahre;0,00666236
;58 Jahre;0,00745223
;59 Jahre;0,00824579
;60 Jahre;0,00927291
;61 Jahre;0,01023347
;62 Jahre;0,01142826
;63 Jahre;0,01271188
;64 Jahre;0,01422380
;65 Jahre;0,01543007
;66 Jahre;0,01680148
;67 Jahre;0,01849885
;68 Jahre;0,02000338
;69 Jahre;0,02181929
;70 Jahre;0,02331807
;71 Jahre;0,02567729
;72 Jahre;0,02757002
;73 Jahre;0,03020439
;74 Jahre;0,03258762
;75 Jahre;0,03625593
;76 Jahre;0,03871692
;77 Jahre;0,04247745
;78 Jahre;0,04641016
;79 Jahre;0,05216699
;80 Jahre;0,05811334
;81 Jahre;0,06355441
;82 Jahre;0,07092334
;83 Jahre;0,07877536
;84 Jahre;0,08951281
;85 Jahre;0,09995358
;86 Jahre;0,11375793
;87 Jahre;0,13052789
;88 Jahre;0,14739997
;89 Jahre;0,16792841
;90 Jahre;0,18726912
;91 Jahre;0,21101066
;92 Jahre;0,23758403
;93 Jahre;0,25980248
;94 Jahre;0,28368872
;95 Jahre;0,30697839
;96 Jahre;0,33621989
;97 Jahre;0,36314696
;98 Jahre;0,38767489
;99 Jahre;0,39954454
;100 Jahre;0,42042179
weiblich;0 Jahre;0,00299336
;1 Jahr;0,00022229
;2 Jahre;0,00014069
;3 Jahre;0,00010920
;4 Jahre;0,00008044
;5 Jahre;0,00009725
;6 Jahre;0,00008499
;7 Jahre;0,00007701
;8 Jahre;0,00007303
;9 Jahre;0,00006025
;10 Jahre;0,00006385
;11 Jahre;0,00007150
;12 Jahre;0,00007688
;13 Jahre;0,00009275
;14 Jahre;0,00011459
;15 Jahre;0,00012002
;16 Jahre;0,00014716
;17 Jahre;0,00018050
;18 Jahre;0,00018819
;19 Jahre;0,00019515
;20 Jahre;0,00018947
;21 Jahre;0,00020774
;22 Jahre;0,00019407
;23 Jahre;0,00016288
;24 Jahre;0,00019667
;25 Jahre;0,00018374
;26 Jahre;0,00019542
;27 Jahre;0,00020872
;28 Jahre;0,00022533
;29 Jahre;0,00024324
;30 Jahre;0,00025268
;31 Jahre;0,00029000
;32 Jahre;0,00033648
;33 Jahre;0,00033873
;34 Jahre;0,00039996
;35 Jahre;0,00045576
;36 Jahre;0,00046973
;37 Jahre;0,00051888
;38 Jahre;0,00061829
;39 Jahre;0,00067620
;40 Jahre;0,00067810
;41 Jahre;0,00079187
;42 Jahre;0,00082409
;43 Jahre;0,00092816
;44 Jahre;0,00099451
;45 Jahre;0,00104915
;46 Jahre;0,00118913
;47 Jahre;0,00135786
;48 Jahre;0,00147557
;49 Jahre;0,00164018
;50 Jahre;0,00184530
;51 Jahre;0,00200339
;52 Jahre;0,00216918
;53 Jahre;0,00240100
;54 Jahre;0,00269676
;55 Jahre;0,00294664
;56 Jahre;0,00326775
;57 Jahre;0,00363967
;58 Jahre;0,00397455
;59 Jahre;0,00443080
;60 Jahre;0,00501472
;61 Jahre;0,00553440
;62 Jahre;0,00611742
;63 Jahre;0,00677516
;64 Jahre;0,00763671
;65 Jahre;0,00829459
;66 Jahre;0,00929839
;67 Jahre;0,01000269
;68 Jahre;0,01091752
;69 Jahre;0,01202489
;70 Jahre;0,01305500
;71 Jahre;0,01437107
;72 Jahre;0,01590366
;73 Jahre;0,01739806
;74 Jahre;0,01903956
;75 Jahre;0,02163885
;76 Jahre;0,02374550
;77 Jahre;0,02687506
;78 Jahre;0,02966055
;79 Jahre;0,03348369
;80 Jahre;0,03774262
;81 Jahre;0,04183370
;82 Jahre;0,04795579
;83 Jahre;0,05346615
;84 Jahre;0,06201409
;85 Jahre;0,07155933
;86 Jahre;0,08316910
;87 Jahre;0,09748964
;88 Jahre;0,11204515
;89 Jahre;0,12812006
;90 Jahre;0,14687996
;91 Jahre;0,16817467
;92 Jahre;0,19055034
;93 Jahre;0,21259961
;94 Jahre;0,23609014
;95 Jahre;0,26132342
;96 Jahre;0,28571950
;97 Jahre;0,31110631
;98 Jahre;0,33983410
;99 Jahre;0,35873355
;100 Jahre;0,37225504
__________;;
"q(x) = Sterbewahrscheinlichkeit vom Alter x bis x+1
p(x) = Überlebenswahrscheinlichkeit vom Alter x bis x+1
l(x) = Überlebende im Alter x
d(x) = Gestorbene im Alter x bis unter x+1
L(x) = Von den Überlebenden im Alter x bis zum Alter x+1
       durchlebte Jahre
T(x) = Von den Überlebenden im Alter x insgesamt noch
       zu durchlebende Jahre
e(x) = Durchschnittliche Lebenserwartung (von den
       Überlebenden) im Alter x in Jahren";;
© Statistisches Bundesamt (Destatis), 2025;;
Stand: 13.12.2025 / 16:09:08;;
